Document,Topic,Location,Topic_name
"They say that the same confraternity exists among the dead and that it never fails to lend a hand; the hooded brothers, after death, will perform the same job in the other Eusapia; rumour has it that some of them are already dead but continue going up and down.",5,38CITIES & THE DEAD 3,The Fatal Conceit
"In any case, this confraternity's authority in the Eusapia of the living is vast.",7,38CITIES & THE DEAD 3,Desire
"They say that every time they go below they find something changed in the lower Eusapia; the dead make innovations in their city; not many, but surely the fruit of sober reflection, nor passing whims.",-1,38CITIES & THE DEAD 3,Complexity
"From one year to the next, they say, the Eusapia of the dead becomes unrecognizable.",-1,38CITIES & THE DEAD 3,Complexity
"And the living, to keep up with them, also want to do everything that the hooded brothers tell them about the novelties of the dead.",5,38CITIES & THE DEAD 3,The Fatal Conceit
So the Eusapia of the living has taken to copying its underground copy.,7,38CITIES & THE DEAD 3,Desire
"They say that this has not just now begun to happen: actually it was the dead who built the upper Eusapia, in the image of their city.",7,38CITIES & THE DEAD 3,Desire
They say that in the twin cities there is no longer any way of knowing who is alive and who is dead.,-1,38CITIES & THE DEAD 3,Complexity
"This belief is handed down in Beersheba: that, suspended in the heavens, there exists another Beersheba, where the city's most elevated virtues and sentiments are poised, and that if the terrestrial Beersheba will take the celestial one as its model the two cities will become one.",-1,39CITIES & THE SKY 2,Complexity
"The image propagated by tradition is that of a city of pure gold, with silver locks and diamond gates, a jewel-city, all inset and inlaid, as a maximum of laborious study might produce when applied to materials of the maximum worth.",0,39CITIES & THE SKY 2,Opposite
"True to this belief, Beersheba's inhabitants honour everything that suggests for them the celestial city: they accumulate noble metals and rare stones, they renounce all ephemeral excesses, they develop forms of composite composure.",-1,39CITIES & THE SKY 2,Complexity
"They also believe, these inhabitants, that another Beersheba exists underground, the receptacle of everything base and unworthy that happens to them, and it is their constant care to erase from the visible Beersheba every tie or resemblance to the lower twin.",-1,39CITIES & THE SKY 2,Complexity
"In the place of roofs they imagine that the underground city has overturned rubbish bins, with cheese rinds, greasy paper, fish scales, dishwater, uneaten spaghetti, old bandages spilling from them.",8,39CITIES & THE SKY 2,Other
"Or even that its substance is dark and malleable and thick, like the pitch that pours down from the sewers, prolonging the route of the human bowels, from black hole to black hole, until it splatters against the lowest subterranean floor, and from the lazy, encircled bubbles below, layer upon layer, a fecal city rises, with twisted spires.",-1,39CITIES & THE SKY 2,Complexity
In Beersheba's beliefs there is an element of truth and one of error.,-1,39CITIES & THE SKY 2,Complexity
"It is true that the city is accompanied by two projections of itself, one celestial and one infernal; but the citizens are mistaken about their consistency.",2,39CITIES & THE SKY 2,Escape
"The inferno that broods in the deepest subsoil of Beersheba is a city designed by the most authoritative architects, built with the most expensive materials on the market, with every device and mechanism and gear system functioning, decked with tassels and fringes and frills hanging from all the pipes and levers.",-1,39CITIES & THE SKY 2,Complexity
Intent on piling up its carats of perfection.,-1,39CITIES & THE SKY 2,Complexity
"Beersheba takes for virtue what is now a grim mania to fill the empty vessel of itself; the city does not know that its only moments of generous abandon are those when it becomes detached from itself, when it lets go, expands.",-1,39CITIES & THE SKY 2,Complexity
"Still, at the zenith of Beersheba there gravitates a celestial body that shines with all the city's riches, enclosed in the treasury of cast-off things: a planet a-flutter with potato peelings, broken umbrellas, old socks, candy wrappings, paved with tram tickets, fingernail cuttings and pared callouses, eggshells.",-1,39CITIES & THE SKY 2,Complexity
"This is the celestial city, and in its heavens long-tailed comets fly past, released to rotate in space from the only free and happy action of the citizens of Beersheba, a city which, only when it shits, is not miserly, calculating, greedy.",-1,39CITIES & THE SKY 2,Complexity
"The city of Leonia refashions itself every day: every morning the people wake between fresh sheets, wash with just-unwrapped cakes of soap, wear brand-new clothing, take from the latest model refrigerator still unopened tins, listening to the last-minute jingles from the most up-to-date radio.",-1,40CONTINUOUS CITIES 1,Complexity
"On the sidewalks, encased in spotless plastic bags, the remains of yesterday's Leonia await the garbage truck.",-1,40CONTINUOUS CITIES 1,Complexity
"Not only squeezed tubes of toothpaste, blown-out light bulbs, newspapers, containers, wrappings, but also boilers, encyclopedias, pianos, porcelain dinner services.",8,40CONTINUOUS CITIES 1,Other
"It is not so much by the things that each day are manufactured, sold, bought that you can measure Leonia's opulence, but rather by the things that each day are thrown out to make room for the new.",-1,40CONTINUOUS CITIES 1,Complexity
"So you begin to wonder if Leonia's true passion is really, as they say, the enjoyment of new and different things, and not, instead the joy of expelling, discarding, cleansing itself of a recurrent impurity.",-1,40CONTINUOUS CITIES 1,Complexity
"The fact is that street cleaners are welcomed like angels, and their task of removing the residue of yesterday's existence is surrounded by a respectful silence, like a ritual that inspires devotion, perhaps only because once things have been cast off nobody wants to have to think about them further.",-1,40CONTINUOUS CITIES 1,Complexity
"Nobody wonders where, each day, they carry their load of refuse.",-1,40CONTINUOUS CITIES 1,Complexity
"Outside the city, surely; but each year the city expands, and the street cleaners have to fall farther back.",0,40CONTINUOUS CITIES 1,Opposite
"The bulk of the outflow increases and the piles rise higher, become stratified, extend over a wider perimeter.",-1,40CONTINUOUS CITIES 1,Complexity
"Besides, the more Leonia's talent for making new materials excels, the more the rubbish improves in quality, resists time, the elements, fermentations, combustions.",-1,40CONTINUOUS CITIES 1,Complexity
"A fortress of indestructible leftovers surrounds Leonia, dominating it on every side, like a chain of mountains.",-1,40CONTINUOUS CITIES 1,Complexity
"This is the result: the more Leonia expels goods, the more it accumulates them; the scales of its past are soldered into a cuirass that cannot be removed.",-1,40CONTINUOUS CITIES 1,Complexity
"As the city is renewed each day, it preserves all of itself in its only definitive form: yesterday's sweepings piled up on the sweepings of the day before yesterday and of all its days and years and decades.",0,40CONTINUOUS CITIES 1,Opposite
"Leonia's rubbish little by little would invade the world, if, from beyond the final crest of its boundless rubbish heap, the street cleaners of other cities were not pressing, also pushing mountains of refuse in front of themselves.",-1,40CONTINUOUS CITIES 1,Complexity
"Perhaps the whole world, beyond Leonia's boundaries, is covered by craters of rubbish, each surrounding a metropolis in constant eruption.",-1,40CONTINUOUS CITIES 1,Complexity
"The boundaries between the alien, hostile cities are infected ramparts where the detritus of both support each other, overlap, mingle.",-1,40CONTINUOUS CITIES 1,Complexity
"The greater its height grows, the more the danger of a landslide looms: a tin can, an old tyre, an unravelled wine-flask, if it rolls towards Leonia, is enough to bring with it an avalanche of unmated shoes, calendars of bygone years, withered flowers, submerging the city in its own past, which it had tried in vain to reject, mingling with the past of the neighbouring cities, finally clean.",-1,40CONTINUOUS CITIES 1,Complexity
"A cataclysm will flatten the sordid mountain range, cancelling every trace of the metropolis always dressed in new clothes.",0,40CONTINUOUS CITIES 1,Opposite
"In the nearby cities they are all ready, waiting with bulldozers to flatten the terrain, to push into the new territory, expand, and drive the new street cleaners still farther out.",0,40CONTINUOUS CITIES 1,Opposite
"Irene is the city visible when you lean out from the edge of the plateau at the hour when the lights come on, and in the limpid air, the pink of the settlement can be discerned spread out in the distance below: where the windows are more concentrated, where it thins out in dimly lighted alleys, where it collects the shadows of gardens, where it raises towers with signal fires; and if the evening is misty, a hazy glow swells like a milky sponge at the foot of the gulleys.",-1,41CITIES & NAMES 5,Complexity
"Travellers on the plateau, shepherds shifting their flocks, bird-catchers watching their nets, hermits gathering greens: all look down and speak of Irene.",-1,41CITIES & NAMES 5,Complexity
"At times the wind brings a music of bass drums and trumpets, the bang of firecrackers in the light-display of a festival; at times the rattle of guns, the explosion of a powder-magazine in the sky yellow with the fires of civil war.",-1,41CITIES & NAMES 5,Complexity
Those who look down from the heights conjecture about what is happening in the city; they wonder if it would be pleasant or unpleasant to be in Irene that evening.,-1,41CITIES & NAMES 5,Complexity
"Not that they have any intention of going there (in any case the roads winding down to the valley are bad), but Irene is a magnet for the eyes and thoughts of those who stay up above.",-1,41CITIES & NAMES 5,Complexity
At this point Kublai Khan expects Marco to speak of Irene as it is seen from within.,-1,41CITIES & NAMES 5,Complexity
But Marco cannot do this: he has not succeeded in discovering which is the city that those of the plateau call Irene.,-1,41CITIES & NAMES 5,Complexity
"For that matter, it is of slight importance: if you saw it, standing in its midst, it would be a different city; Irene is a name for a city in the distance, and if you approach, it changes.",-1,41CITIES & NAMES 5,Complexity
"For those who pass it without entering, the city is one thing; it is another for those who are trapped by it and never leave.",0,41CITIES & NAMES 5,Opposite
There is the city where you arrive for the first time; and there is another city which you leave never to return.,0,41CITIES & NAMES 5,Opposite
Each deserves a different name; perhaps I have already spoken of Irene under other names; perhaps I have spoken only of Irene.,-1,41CITIES & NAMES 5,Complexity
What makes Argia different from other cities is that it has earth instead of air.,2,42CITIES & THE DEAD 4,Escape
"The streets are completely filled with dirt, clay packs the rooms to the ceiling, on every stair another stairway is set in negative, over the roofs of the houses hang layers of rocky terrain like skies with clouds.",0,42CITIES & THE DEAD 4,Opposite
"We do not know if the inhabitants can move about in the city, widening the worm tunnels and the crevices where roots twist: the dampness destroys people's bodies and they have scant strength; everyone is better off remaining still, prone; anyway, it is dark.",-1,42CITIES & THE DEAD 4,Complexity
"From up here, nothing of Argia can be seen; some say, 'It's down below there,' and we can only believe them.",-1,42CITIES & THE DEAD 4,Complexity
The place is deserted.,-1,42CITIES & THE DEAD 4,Complexity
"At night, putting your ear to the ground, you can sometimes hear a door slam.",1,42CITIES & THE DEAD 4,topic_name
"Those who arrive at Thekla can see little of the city, beyond the plank fences, the sackcloth screens, the scaffolding, the metal armatures, the wooden catwalks hanging from ropes or supported by saw-horses, the ladders, the trestles.",0,43CITIES & THE SKY 3,Opposite
"If you ask, 'Why is Thekla's construction taking such a long time?'",0,43CITIES & THE SKY 3,Opposite
"the inhabitants continue hoisting sacks, lowering leaded strings, moving long brushes up and down, as they answer, 'So that its destruction cannot begin.'",0,43CITIES & THE SKY 3,Opposite
"And if asked whether they fear that, once the scaffolding is removed, the city may begin to crumble and fall to pieces, they add hastily, in a whisper, 'Not only the city.'",0,43CITIES & THE SKY 3,Opposite
"If, dissatisfied with the answer, someone puts his eye to a crack in a fence, he sees cranes pulling up other cranes, scaffolding that embraces other scaffolding, beams that prop up other beams.",1,43CITIES & THE SKY 3,topic_name
'What meaning does your construction have?',-1,43CITIES & THE SKY 3,Complexity
he asks.,3,43CITIES & THE SKY 3,Gaze
'What is the aim of a city under construction unless it is a city?,0,43CITIES & THE SKY 3,Opposite
"Where is the plan you are following, the blueprint?'",-1,43CITIES & THE SKY 3,Complexity
"'We will show it to you as soon as the working day is over; we cannot interrupt our work now,' they answer.",-1,43CITIES & THE SKY 3,Complexity
Work stops at sunset.,-1,43CITIES & THE SKY 3,Complexity
Darkness falls over the building site.,-1,43CITIES & THE SKY 3,Complexity
The sky is filled with stars.,2,43CITIES & THE SKY 3,Escape
"'There is the blueprint,' they say.",-1,43CITIES & THE SKY 3,Complexity
"If on arriving at Trade I had not read the city's name written in big letters, I would have thought I was landing at the same airport from which I had taken off.",0,44CONTINUOUS CITIES 2,Opposite
"The suburbs they drove me through were no different from the others, with the same little greenish and yellowish houses.",-1,44CONTINUOUS CITIES 2,Complexity
Following the same signs we swung around the same flower-beds in the same square.,-1,44CONTINUOUS CITIES 2,Complexity
"The downtown streets displayed goods, packages, signs that had not changed at all.",0,44CONTINUOUS CITIES 2,Opposite
"This was the first time I had come to Trade, but I already knew the hotel where I happened to be lodged; I had already heard and spoken my dialogues with the buyers and sellers of hardware; I had ended other days identically, looking through the same goblets at the same swaying navels.",0,44CONTINUOUS CITIES 2,Opposite
Why come to Trade I asked myself.,3,44CONTINUOUS CITIES 2,Gaze
And I already wanted to leave.,3,44CONTINUOUS CITIES 2,Gaze
"'You can resume your flight whenever you like,' they said to me, 'but you will arrive at another Trade, absolutely the same, detail by detail.",0,44CONTINUOUS CITIES 2,Opposite
The world is covered by a sole Trade which does not begin and does not end.,-1,44CONTINUOUS CITIES 2,Complexity
Only the name of the airport changes.',0,44CONTINUOUS CITIES 2,Opposite
"In Olinda, if you go out with a magnifying glass and hunt carefully, you may find somewhere a point no bigger than the head of a pin which, if you look at it slightly enlarged, reveals within itself the roofs, the antennae, the skylight, the gardens, the pools, the streamers across the streets, the kiosks in the squares, the horse-racing track.",8,45HIDDEN CITIES 1,Other
"That point does not remain there: a year later you will find it the size of half a lemon, then as large as a mushroom, then a soup plate.",-1,45HIDDEN CITIES 1,Complexity
"And then it becomes a full-size city, enclosed within the earlier city: a new city that forces its way ahead in the earlier city and presses it towards the outside.",0,45HIDDEN CITIES 1,Opposite
"Olinda is certainly not the only city that grows in concentric circles, like tree-trunks which each year add one more ring.",-1,45HIDDEN CITIES 1,Complexity
"But in other cities there remains in the centre, the old narrow girdle of the walls from which the withered spires rise, the towers, the tiled roofs, the domes, while the new quarters sprawl around them like a loosened belt.",-1,45HIDDEN CITIES 1,Complexity
"Not Olinda: the old walls expand bearing the old quarters with them, enlarged, but maintaining their proportions on a broader horizon at the edges of the city; they surround the slightly newer quarters, which also grew up on the margins and became thinner to make room for still more recent ones pressing from inside; and so, on and on, to the heart of the city, a totally new Olinda which, in its reduced dimensions retains the features and the flow of lymph of the first Olinda and all the Olindas that have blossomed one from the other; and within this innermost circle there are already blossoming--through it is hard to discern them--the next Olinda and those that will grow after it.",-1,45HIDDEN CITIES 1,Complexity
"Like Laudomia, every city has at its side another city whose inhabitants are called by the same name: it is the Laudomia of the dead, the cemetery.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"But Laudomia's special faculty is that of being not only double, but triple; it comprehends, in short, a third Laudomia, the city of the unborn.",5,46CITIES & THE DEAD 5,The Fatal Conceit
The properties of the double city are well known.,0,46CITIES & THE DEAD 5,Opposite
"The more the Laudomia of the living becomes crowded and expanded, the more the expanse of tombs increases beyond the walls.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"The streets of the Laudomia of the dead are just wide enough to allow the gravedigger's cart to pass, and many windowless buildings look out on them; but the pattern of the streets and the arrangement of the dwellings repeat those of the living Laudomia, and in both, families are more and more crowded together, in compartments crammed one above the other.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"On fine afternoons the living population pays a visit to the dead and they decipher their own names on their stone slabs: like the city of the living, this other city communicates a history of toil, anger, illusions, emotions; only here all has become necessary, divorced from chance, categorized, set in order.",-1,46CITIES & THE DEAD 5,Complexity
"And to feel sure of itself, the living Laudomia has to seek in the Laudomia of the dead the explanation of itself, even at the risk of finding more there, or less: explanations for more than one Laudomia, for different cities that could have been and were not, or reasons that are incomplete, contradictory, disappointing.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"Rightly, Laudomia assigns an equally vast residence to those who are still to be born.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"Naturally the space is not in proportion to their number, which is presumably infinite, but since the area is empty, surrounded by an architecture all niches and bays and grooves, and since the unborn can be imagined of any size, big as mice or silkworms or ants or ants' eggs, there is nothing against imagining them erect or crouching on every object or bracket that juts from the walls, on every capital or plinth, lined up or dispersed, intent on the concerns of their future life, and so you can contemplate in a marble vein all Laudomia of a hundred or a thousand years hence, crowded with multitudes in clothing never seen before, all in eggplant-coloured barracans, for example, or with turkey feathers on their turbans, and you can recognize your own descendants and those of other families, friendly or hostile, of debtors and creditors, continuing their affairs, revenges, marrying for love or for money.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"The living of Laudomia frequent the house of the unborn to interrogate them: footsteps echo beneath the hollow domes; the questions are asked in silence; and it is always about themselves that the living ask, not about those who are to come.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"One man is concerned with leaving behind him an illustrious reputation, another wants his shame to be forgotten; all would like to follow the thread of their own actions' consequences; but the more they sharpen their eyes, the less they can discern a continuous line; the future inhabitants of Laudomia seem like dots, grains of dust, detached from any before or after.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"The Laudomia of the unborn does not transmit, like the city of the dead, any sense of security to the inhabitants of the living Laudomia: only alarm.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"In the end, the visitors' thoughts find two paths open before them, and there is no telling which harbours more anguish: either you must think that the number of the unborn is far greater than the total of all the living and all the dead, and then in every pore of the stone there are invisible hordes, jammed on the funnel-sides as in the stands of a stadium, and since with each generation Laudomia's descendants are multiplied, every funnel contains hundreds of other funnels each with millions of persons who are to be born, thrusting their necks out and opening their mouths to escape suffocation.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"Or else you think that Laudomia, too, will disappear, no telling when, and all its citizens with it; in other words the generations will follow one another until they reach a certain number and will then go no further.",-1,46CITIES & THE DEAD 5,Complexity
"Then the Laudomia of the dead and that of the unborn are like the two bulbs of an hourglass which is not turned over; each passage between birth and death is a grain of sand that passes the neck, and there will be a last inhabitant of Laudomia born, a last grain to fall, which is now at the top of the pile, waiting.",5,46CITIES & THE DEAD 5,The Fatal Conceit
"Summoned to lay down the rules for the foundation of Perinthia, the astronomers established the place and the day according to the position of the stars; they drew the intersecting lines of the decumanus and the cardo, the first oriented to the passage of the sun and the other like the axis on which the heavens turn.",2,47CITIES & THE SKY 4,Escape
"They divided the map according to the twelve houses of the zodiac so that each temple and each neighbourhood would receive the proper influence of the favouring constellations; they fixed the point in the walls where gates should be cut, foreseeing how each would frame an eclipse of the moon in the next thousand years.",2,47CITIES & THE SKY 4,Escape
Perinthia--they guaranteed--would reflect the harmony of the firmament; nature's reason and the gods' benevolence would shape the inhabitants' destinies.,2,47CITIES & THE SKY 4,Escape
"Following the astronomers' calculations precisely, Perinthia was constructed; various peoples came to populate it; the first generation born in Perinthia began to grow within its walls; and these citizens reached the age to marry and have children.",2,47CITIES & THE SKY 4,Escape
"In Perinthia's streets and squares today you encounter cripples, dwarfs, hunchbacks, obese men, bearded women.",-1,47CITIES & THE SKY 4,Complexity
"But the worst cannot be seen; guttural howls are heard from cellars and lofts, where families hide children with three heads or with six legs.",1,47CITIES & THE SKY 4,topic_name
Perinthia's astronomers are faced with a difficult choice.,2,47CITIES & THE SKY 4,Escape
"Either they must admit that all their calculations were wrong and their figures are unable to describe the heavens, or else they must reveal that the order of the gods is reflected exactly in the city of monsters.",2,47CITIES & THE SKY 4,Escape
Each year in the course of my travels I stop at Procopia and take lodgings in the same room in the same inn.,0,48CONTINUOUS CITIES 3,Opposite
"Ever since the first time I have lingered to contemplate the landscape to be seen by raising the curtain at the window: a ditch, a bridge, a little wall, a medlar, a field of corn, a bramble patch with blackberries, a chicken yard, the yellow hump of a hill, a white cloud, a stretch of blue sky shaped like a trapeze.",1,48CONTINUOUS CITIES 3,topic_name
"The first time I am sure there was no one to be seen; it was only the following year that, at a movement among the leaves, I could discern a round, flat face, gnawing on an ear of corn.",-1,48CONTINUOUS CITIES 3,Complexity
"A year later there were three of them on the wall, and at my return I saw six, seated in a row, with their hands on their knees and some medlars in a dish.",1,48CONTINUOUS CITIES 3,topic_name
"Each year, as soon as I entered the room, I raised the curtain and counted more faces: sixteen, including those down in the ditch; twenty-nine, of whom eight were perched in the medlar; forty-seven, besides those in the chicken house.",1,48CONTINUOUS CITIES 3,topic_name
"They look alike, they seem polite, they have freckles on their cheeks, they smile, some have lips stained with blackberries.",1,48CONTINUOUS CITIES 3,topic_name
"Soon I saw the whole bridge filled with round-faced characters, huddled, because they had no more room to move in; they chomped the kernels of corn, then they gnawed on the ears.",1,48CONTINUOUS CITIES 3,topic_name
"And so, as year followed year, I saw the ditch vanish, the tree, the bramble patch, hidden by hedges of calm smiles, between round cheeks, moving, chewing leaves.",1,48CONTINUOUS CITIES 3,topic_name
"You have no idea how many people can be contained in a confined space like that little field of corn, especially when they are seated, hugging their knees, motionless.",1,48CONTINUOUS CITIES 3,topic_name
"They must have been many more than they seemed: I saw the hump of the hill become covered with a thicker and thicker crowd; but now that the ones on the bridge have got into the habit of straddling one another's shoulders, my gaze can no longer reach that far.",1,48CONTINUOUS CITIES 3,topic_name
"This year, finally, as I raise the curtain, the window frames only an expanse of faces: from one corner to the other, at all levels and all distances, those round, motionless, entirely flat faces are seen, with a hint of a smile, and in their midst, many hands grasping the shoulders of those in front.",1,48CONTINUOUS CITIES 3,topic_name
Even the sky has disappeared.,-1,48CONTINUOUS CITIES 3,Complexity
I might as well leave the window.,-1,48CONTINUOUS CITIES 3,Complexity
Not that it is easy for me to move.,0,48CONTINUOUS CITIES 3,Opposite
"There are twenty-six of us lodged in my room: to shift my feet I have to disturb those crouching on the floor, I force my way among the knees of those seated on the chest of drawers and the elbows of those taking turns leaning on the bed: all very polite people, luckily.",1,48CONTINUOUS CITIES 3,topic_name
"In Raissa, life is not happy.",-1,49HIDDEN CITIES 2,Complexity
"People wring their hands as they walk in the streets, curse the crying children, lean on the railings over the river and press their fists to their temples.",-1,49HIDDEN CITIES 2,Complexity
In the morning you wake from one bad dream and another begins.,4,49HIDDEN CITIES 2,Disater
"At the workbenches where, every moment, you hit your finger with a hammer or prick it with a needle, or over the columns of figures all awry in the ledgers of merchants and bankers, or at the rows of empty glasses on the zinc counters of the wineshops, the bent heads at least conceal the general grim gaze.",1,49HIDDEN CITIES 2,topic_name
"Inside the houses it is worse, and you do not have to enter to learn this: in the summer the windows resound with quarrels and broken dishes.",-1,49HIDDEN CITIES 2,Complexity
"And yet, in Raissa, at every moment there is a child in a window who laughs seeing a dog that has jumped on a shed to bite into a piece of polenta dropped by a stonemason who has shouted from the top of the scaffolding.",-1,49HIDDEN CITIES 2,Complexity
"'Darling, let me dip into it,' to a young serving-maid who holds up a dish of ragout under the pergola, happy to serve it to the umbrella-maker who is celebrating a successful transaction, a white lace parasol bought to display at the races by a great lady in love with an officer who has smiled at her taking the last jump, happy man, and still happier his horse, flying over the obstacles, seeing a francolin flying in the sky, happy bird freed from its cage by a painter happy at having painted it feather by feather, speckled with red and yellow in the illumination of that page in the volume where the philosopher says: 'Also in Raissa, city of sadness, there runs an invisible thread that binds one living being to another for a moment, then unravels, then is stretched again between moving points as it draws new and rapid patterns so that at every second the unhappy city contains a happy city unaware of its own existence.'",-1,49HIDDEN CITIES 2,Complexity
"Andria was built so artfully that its every street follows a planet's orbit, and the buildings and the places of community life repeat the order of the constellations and the position of the most luminous stars: Antares, Alpheratz, Capricorn, the Cepheids.",2,50CITIES & THE SKY 5,Escape
The city's calendar is so regulated that jobs and offices and ceremonies are arranged in a map corresponding to the firmament on that date: and thus the days on earth and the nights in the sky reflect each other.,-1,50CITIES & THE SKY 5,Complexity
"Though it is painstakingly regimented, the city's life flows calmly like the motion of the celestial bodies and it acquires the inevitability of phenomena not subject to human caprice.",-1,50CITIES & THE SKY 5,Complexity
"In praising Andria's citizens for their productive industry and their spiritual ease, I was led to say: I can well understand how you, feeling yourselves part of an unchanging heaven, cogs in a meticulous clockwork, take care not to make the slightest change in your city and your habits.",2,50CITIES & THE SKY 5,Escape
Andria is the only city I know where it is best to remain motionless in time.,2,50CITIES & THE SKY 5,Escape
They looked at one another dumbfounded.,1,50CITIES & THE SKY 5,topic_name
'But why?,3,50CITIES & THE SKY 5,Gaze
Whoever said such a thing?',3,50CITIES & THE SKY 5,Gaze
"And they led me to visit a suspended street recently opened over a bamboo grove, a shadow-theatre under construction in the place of the municipal kennels, now moved to the pavilions of the former lazaretto, abolished when the last plague victims were cured, and--just inaugurated--a river port, a statue of Thales, a toboggan slide.",-1,50CITIES & THE SKY 5,Complexity
'And these innovations do not disturb your city's astral rhythm?',2,50CITIES & THE SKY 5,Escape
I asked.,3,50CITIES & THE SKY 5,Gaze
"'Our city and the sky correspond so perfectly,' they answered, 'that any change in Andria involves some novelty among the stars.'",2,50CITIES & THE SKY 5,Escape
"The astronomers, after each change takes place in Andria, peer into their telescopes and report a nova's explosion, or a remote point in the firmament's change of colour from orange to yellow, the expansion of a nebula, the bending of a spiral of the Milky Way.",2,50CITIES & THE SKY 5,Escape
"Each change implies a sequence of other changes, in Andria as among the stars: the city and the sky never remain the same.",2,50CITIES & THE SKY 5,Escape
"As for the character of Andria's inhabitants, two virtues are worth mentioning: self-confidence and prudence.",2,50CITIES & THE SKY 5,Escape
"Convinced that every innovation in the city influences the sky's pattern, before taking any decision they calculate the risks and advantages for themselves and for the city and for all worlds.",2,50CITIES & THE SKY 5,Escape
"You reproach me because each of my stories takes you right into the heart of a city without telling you of the space that stretches between one city and the other, whether it is covered by seas, or fields of rye, larch forest, swamps.",0,51CONTINUOUS CITIES 4,Opposite
I will answer you with a story.,3,51CONTINUOUS CITIES 4,Gaze
"In the streets of Cecilia, an illustrious city, I met once a goatherd, driving a tinkling flock along the walls.",1,51CONTINUOUS CITIES 4,topic_name
"'Man blessed by heaven,' he asked me, stopping, 'can you tell me the name of the city in which we are?'",-1,51CONTINUOUS CITIES 4,Complexity
'May the gods accompany you!',-1,51CONTINUOUS CITIES 4,Complexity
I cried.,3,51CONTINUOUS CITIES 4,Gaze
'How can you fail to recognize the illustrious city of Cecilia?',-1,51CONTINUOUS CITIES 4,Complexity
"'Bear with me,' that man answered.",3,51CONTINUOUS CITIES 4,Gaze
'I am a wandering herdsman.,1,51CONTINUOUS CITIES 4,topic_name
Sometimes my goats and I have to pass through cities; but we are unable to distinguish them.,1,51CONTINUOUS CITIES 4,topic_name
"Ask me the names of the grazing lands: I know them all, the Meadow between the Cliffs, the Green Slope, the Shadowed Grass.",-1,51CONTINUOUS CITIES 4,Complexity
"Cities have no name for me: they are places without leaves, separating one pasture from another, and where the goats are frightened at street corners and scatter.",1,51CONTINUOUS CITIES 4,topic_name
The dog and I run to keep the flock together.',1,51CONTINUOUS CITIES 4,topic_name
"'I am the opposite of you,' I said.",3,51CONTINUOUS CITIES 4,Gaze
'I recognize only cities and cannot distinguish what is outside them.,0,51CONTINUOUS CITIES 4,Opposite
"In uninhabited places each stone and each clump of grass mingles, in my eyes, with every other stone and clump.'",-1,51CONTINUOUS CITIES 4,Complexity
Many years have gone by since then; I have known many more cities and I have crossed continents.,0,51CONTINUOUS CITIES 4,Opposite
One day I was walking among rows of identical houses; I was lost.,1,51CONTINUOUS CITIES 4,topic_name
"I asked a passerby: 'May the immortals protect you, can you tell me where we are?'",-1,51CONTINUOUS CITIES 4,Complexity
"'In Cecilia, worse luck!'",-1,51CONTINUOUS CITIES 4,Complexity
he answered.,3,51CONTINUOUS CITIES 4,Gaze
"'We have been wandering through its streets, my goats and I, for an age, and we cannot find our way out...' I recognized him, despite his long white beard; it was the same herdsman of long before.",1,51CONTINUOUS CITIES 4,topic_name
"He was followed by a few, mangy goats, which did not even stink, they were so reduced to skin-and-bones.",1,51CONTINUOUS CITIES 4,topic_name
They cropped wastepaper in the rubbish bins.,8,51CONTINUOUS CITIES 4,Other
'That cannot be!',3,51CONTINUOUS CITIES 4,Gaze
I shouted.,3,51CONTINUOUS CITIES 4,Gaze
"'I, too, entered a city, I cannot remember when, and since then I have gone on, deeper and deeper into its streets.",-1,51CONTINUOUS CITIES 4,Complexity
"But how have I managed to arrive where you say, when I was in another city, far far away from Cecilia, and I have not yet left it?'",-1,51CONTINUOUS CITIES 4,Complexity
"'The places have mingled,' the goatherd said.",1,51CONTINUOUS CITIES 4,topic_name
'Cecilia is everywhere.,-1,51CONTINUOUS CITIES 4,Complexity
"Here, once upon a time, there must have been the Meadow of the Low Sage.",-1,51CONTINUOUS CITIES 4,Complexity
My goats recognize the grass on the traffic island.',1,51CONTINUOUS CITIES 4,topic_name
"A sibyl, questioned about Marozia's fate, said: 'I see two cities one of the rat, one of the swallow.'",-1,52HIDDEN CITIES 3,Complexity
"This was the interpretation of the oracle: today Marozia is a city where all run through leaden passages like packs of rats who tear from one another's teeth the leftovers which fall from the teeth of the most voracious one; but a new century is about to begin in which all the inhabitants of Marozia will fly like swallows in the summer sky, calling one another as in a game, showing off, their wings still, as they swoop, clearing the air of mosquitos and gnats.",-1,52HIDDEN CITIES 3,Complexity
"'It is time for the century of the rat to end and the century of the swallow to begin,' the more determined said.",6,52HIDDEN CITIES 3,Existentialism
