name,review,time,rating,language,post_time,month,year,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,length
Leigh Anne,"In Xanadu did Kublai Khan play Marco Polo. Or maybe the other way around.Calvino's novel is short on plot, long on imagination, and will please those who enjoy experimental fiction. The premise is that Marco Polo is telling Kublai Khan tales of the cities he has seen in his many travels. Of course, the two men don't have language in common, so the great explorer communicates mostly in images. And yet, the emperor slowly grows to understand. Many of the cities are named after women, and impossible things happen in all of them. The cityscapes are dreamlike nad mostly gentle, though there are a few troubling descriptions mixed in. The overall effect is kind of like throwing a deck of tarot cards down and shuffling through them. Calvino uses a chess metaphor late in the novel that is also apt.It's clear we are not meant to take any of this literally, but what do the symbols mean? The best answer, of course, is, what do you want them to mean? Although there is an order imposed on the text, you could technically read the chapters in any order and still have it make sense. This is a nice book for an idle summer day when you have all the time in the world to soak up the language and images, and speculate on what resonance they hold for you personally. Calvino's works are contemporary classics, so add this to medium-to-large fiction collections, as well as academic library fiction collections.",2016-06-07 09:47:28,3,en,2016-06-07 09:47:28,6,2016,0.00091,0.00011,0.00019,0.00012,0.00019,0.00016,249
Jef Sneider,"Italo Calvino is a genius and his mastery of words and language is displayed in this little book of reflections. I cannot imagine how the translator or Calvino, came up with the words in this book! The words are exquisite. The images full of depth and convolutions and shadows and spires and staircases and every embellishment imaginable in a place built by people. Having just returned from Italy when I read this book, I could see Calvino's beloved Venice in many of his cities, and Rome. Americans have to understand what it is like to be in a country like Italy, with history that goes back 2500 years. Cities are built, grow, decline and fall, and are rebuilt over and over - in the same place! In Rome, if you visit the Coloseum you see the remnants of a very old city. The marble has been stripped away over the centuries; some of it then used to build the Vatican. The iron used to hold columns together has been stripped and melted down for weapons - first for swords, and eventually for guns. Imagine living in Rome in decline, in poverty, with the colosseum towering over hovels as a testimony to better times. The people steal from the old and ancient to survive the present. Preservation is not on their minds.While Marco Polo and the Great Khan muse over the great cities of the Khan's kingdom, the Great Khan is imagining what his kingdom and the world are like. Marco is channeling Italy; so is Calvino.",2016-10-01 19:50:42,4,en,2016-10-01 19:50:42,10,2016,0.00189,0.00011,0.00022,0.00012,0.00022,0.00019,256
Daniel,"We connect so much to the place we inhabit. We fill the spaces in which we live with projections of ourselves, of our hopes and desires, our fears and traumas, and our humor and anxiety. All these things, though fleeting in the moment, live forever in time and memory, nestled together like metaphorical buildings in an invisible city. Italo Calvino, writing in his unmistakable poetic prose , masterfully manages to briefly capture all of the realities and perceptions that so often clash, yet all share the same space. In this timeless, fabulistic travelogue the wry Marco Polo and the morose Kublai Khan play mind games with each other, the great Khan asking questions about his ailing empire, and Polo answering in parables, tales of cities that are both real and unreal, which seek to answer the Khan's questions. As the book unfolds, we the readers come to find out that there are no cities, real or otherwise, but only Marco Polo's own question, and the answer he cannot quite find for himself. How should we live? What is the proper way to lead a life, especially when complicated by a myriad of circumstances outside of our control, from the natural like drought, to the man-made, like imperialistic aggression? In the end, unfortunately, there is no single answer. Empires fade, explorers retire, and endings turn into new beginnings. New cities grow from the old, and new storytellers emerge, all asking the same question, yet giving all different answers.",2019-01-20 08:39:18,5,en,2019-01-20 08:39:18,1,2019,0.00082,0.00012,0.00018,0.00013,0.00018,0.00016,247
To read these days,Poetic and mesmerising. A great read.,2021-05-30 13:08:12,5,en,2021-05-30 13:08:12,5,2021,0.00084,0.00011,0.00017,0.00011,0.00018,0.00014,6
Andy,"I recently re-read this book because I felt like I didn't have enough magic and enchantment in my literary life. What I wrote in my first review back in 2007 holds: Invisible Cities feels more like poetry than prose. The book consists of 55 descriptions of fictitious places as imagined to have been described by Marco Polo to Kublai Khan. From time to time Polo and the Khan converse as well, but these are filler/fodder as far as I'm concerned; the joy in reading this book is in the cities. The cities are the stuff of fantasy: a city suspended on a web over a valley, a city that periodically moves and leaves webs behind where it has been, a concentric matryoshka-doll city where new versions of itself grow from within. I still find the prose beautiful, although I think as I've aged I've started to favor more direct, less baroque styles of writing, and no one should come to this book expecting an economy of words. Since writing my original review, I've spent five more years living in one of the capital-C Cities of the world, New York, and have only grown to love the urban life more and more. If you've ever felt the same way, ever been stirred by floating through masses of humanity and forests of glass and concrete and simply breathing in the richness of activity and speech and motion that pervades a city, I humbly recommend this book to you.",2007-03-15 09:21:21,5,en,2007-03-15 09:21:21,3,2007,0.00063,0.00012,0.00018,0.00013,0.00017,0.00015,246
Jonas,"I have read Invisible Cities three times, and liked it more each time. Although I liked it the first time, I was surprised that it was the book that made him popular in the States in the 1970s. And I didn't like it as much as Cosmicomics or If on a winter's night a traveler. But Calvino says it is the book in which he managed to say the most, and I'm starting to believe him. Despite its brevity, I could imagine enjoying this book for many years on a desert island.The book opens with a statement that questions the validity of storytelling: “Kublai Khan does not necessarily believe everything Marco Polo says when he describes the cities visited on his expedition.” (On the back of the book's first edition, Calvino writes that the book ""proceeds by discussing and questioning itself."") And on that same first page, the book offers a grand justification for storytelling: “Only in Marco Polo’s accounts was Kublai Khan able to discern, through the walls and towers destined to crumble, the tracery of a pattern.”I first read Calvino about a decade ago, and was instantly taken with his imagination. He seems almost to transcend genre, especially with a book like this. Fiction? Yes, but only if it's also poetry and nonfiction at the same time. He remains a model for me.",2007-04-28 14:53:49,5,en,2007-04-28 14:53:49,4,2007,0.00059,0.00013,0.00019,0.00012,0.00017,0.00014,225
Laura,"“The wares, too, which the vendors display on their stalls are valuable not in themselves but as signs of other things …. Your gaze scans the streets as if they were written pages: the city says everything you must think, makes you repeat her discourse, and while you believe you are visiting Tamara you are only recording the names with which she defines herself and all her parts.”“Marco enters a city; he sees someone in a square living a life or an instant that could be his; he could now be in that man’s place, if he had stopped in time, long ago; or if, long ago, at a crossroads, instead of taking one road he had taken the opposite one, and after long wandering he had come to be in the place of that man in that square. By now, from that real of hypothetical past of his, he is excluded; he cannot stop; he must go on to another city, where another of his pasts awaits him, or something perhaps that had been a possible future of his and is now someone else’s present. Futures not achieved are only branches of the past: dead branches.”“I thought: ‘You reach a moment in life when, among the people you have known, the dead outnumber the living. And the mind refuses to accept more faces, more expressions: on every new face you encounter, it prints the old forms, for each one it finds the most suitable mask.’”",2008-12-29 12:37:35,4,en,2008-12-29 12:37:35,12,2008,0.00145,0.0001,0.00018,0.00013,0.00022,0.00018,246
Brian,"Some readers report that if you take a hard right at the third shelf past the study carrels you'll find Invisible Cities -- a tome, they report unanimously, of 165 pages translated from the Italian.The bibliophile wonders, though, at the diversity of these reports in other respects. Some readers recall Invisible Cities as a novel, others as a poem in free verse; still others insist that it is both. The book is most comparable to Gulliver's Travels, say some readers; no, reply others, it is more like Thirteen Ways of Looking at a Blackbird. Still others interrupt and compare it to an anime -- Kino no Tabi -- or a didactic psychogeography -- Dante's Inferno -- or a work of playful but overconscious intellectualism -- Godel, Escher, Bach. I myself have just read Invisible Cities and can tell you that each of these reports is entirely accurate and also entirely misguided.Perhaps the sagest conclusion about a work called by such different names is that it is impossible, that Invisible Cities is a chimera of an imagination too long deprived of chimeras. Yet once conceived by one such fevered imagination, if such a work did not exist it would become necessary to create it, as a wise man once said on a different topic. And thus the Invisible Cities stir, I can say, before those with eyes to see them.",2009-02-12 16:39:27,5,en,2009-02-12 16:39:27,2,2009,0.00073,0.00011,0.00017,0.00012,0.00018,0.00015,229
???????,"I don't know how to describe this book. And I think that's the whole point.Like Marco Polo attempting to describe the Ideal City by describing its shadows, trying to encapsulate this book by referencing its style or providing a synopsis or talking about its content is somehow insufficient. I'll do my best anyway.I think the best way to describe this book is by referencing one of its passages. There's a passage in which Kublai Khan contemplates an empty square on a chessboard. Polo extrapolates the history of the maple and ebony trees used to create the board, the forest that houses the trees, the river that runs by the forest, the houses built by the river, and so on.This is a story about storytelling. The cities Polo describes are none of them empirically real, and yet each of them describes a truth about cities and the people who live within them, and the world that endures their presence. I can try to describe this book in a number of ways. It is magical realism. It is post modernism. It is short. It is complex. It's poetic, metaphysical, fractal, beautiful. All of these things are true, and yet insufficient descriptions. Everything Polo says is also true, and yet somehow incomplete.This is a beautiful story, if nothing else. Calvino is the most eloquent author I have read to date.",2011-02-03 01:15:45,5,en,2011-02-03 01:15:45,2,2011,0.00066,0.00012,0.00018,0.00012,0.00017,0.00014,227
Fraser Kinnear,"Fantastic, this is a book I'm going to need to read one or two more times to really digest. It's short, and I read it in an evening. At first pass, this book made me think about travel, and the emotional experience of extended travel. There's certainly much more packed in these pages, however, but the ideas float through the book in an ephemeral haze. For instance, some of the descriptions of cities highlighted ideas like waste in cities or the evolving landscape of cities, while other conversations between Marco Polo and Kublai Khan (the only two characters in the book) address the changing nature of memory. But how do these ideas connect? Why are they all in one book?The cities described are afforded enough detail to have a unique character, but Calvino seems to be constantly reminding us that focus on details and architecture leads one to mistake the trees for the forest - or, more aptly, the stones for the bridge:""Marco Polo describes a bridge, stone by stone.'But which is the stone that supports the bridge?' Kublai Khan asks.'The Bridge is not supported by one stone or another,' Marco answers, 'but by the line of the arch that they form.'Kublai Khan remains silent, reflecting. Then he adds: 'Why do you speak to me of the stones? It is only the arch that matters to me.'Polo answers: 'Without stones there is no arch.'""",2011-04-04 14:12:57,4,en,2011-04-04 14:12:57,4,2011,0.00064,0.00012,0.00018,0.00012,0.00017,0.00015,234
Ursula,"I'm not sure what to say about Invisible Cities. If you require a storyline, you shouldn't read it. But if you can be drawn in by vignettes about imaginary cities, alternating with (possibly also imaginary) conversations between Marco Polo and Kublai Khan, you will probably enjoy it. Polo has traveled throughout the Khan's kingdom and is ostensibly describing cities therein to him. However, they're all pretty wild-sounding cities: one city is symbolic, with every item in them representing something else; another was built in the form of a maze to trap a woman in a dream; yet another is built like a spiderweb over an abyss. The Khan questions Polo about the truth in his stories, and also why the only city he never seems to mention is the one he comes from, Venice.I was charmed by the cities, by their whimsicality but also their underlying truths. I am not a huge fan of philosophy, but I even enjoyed the conversational musings of Kublai Khan and Marco Polo. And as a bonus, this did more to enhance my understanding of Venice than any nonfiction book has so far.Recommended for: dreamers, architects and city planners, anyone who lives in a city.Quote: ""Millions of eyes look up at windows, bridges, capers, and they might be scanning a blank page. Many are the cities like Phyllis, which elude the gaze of all, except the man who catches them by surprise.""",2011-04-29 13:27:40,5,en,2011-04-29 13:27:40,4,2011,0.0007,0.00012,0.00017,0.00012,0.00017,0.00015,237
Nick Carraway LLC,"1) ''This---some say---confirms the hypothesis that each man bears in his mind a city made only of differences, a city without figures and without form, and the individual cities fill it up.''2) '''It has neither name nor place. I shall repeat the reason why I was describing it to you: from the number of imaginable cities we must exclude those whose elements are assembled without a connecting thread, an inner rule, a perspective, a discourse. With cities, it is as with dreams: everything imaginable can be dreamed, but even the most unexpected dream is a rebus that conceals a desire or, its reverse, a fear. Cities, like dreams, are made of desires and fears, even if the thread of their discourse is secret, their rules are absurd, their perspectives deceitful, and everything conceals something else.'''3) '''Memory's images, once they are fixed in words, are erased,' Polo said. 'Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little.'''4) ''Perinthia's astronomers are faced with a difficult choice. Either they must admit that all their calculations were wrong and their figures are unable to describe the heavens, or else they must reveal that the order of the gods is reflected exactly in the city of monsters.''",2012-12-02 16:00:00,4,en,2012-12-02 16:00:00,12,2012,0.00086,0.00011,0.00017,0.00012,0.00018,0.00015,222
Natasha Vag,"Books that reside permanently in my head.'Invisible Cities' by Italo CalvinoMagic Realism meets Semiotic Rigor in this influential, experimental, whimsical, revealing, engaging collection of snapshots of every urban stop on the way to Xanadu. Marco Polo regales Kublai Khan with tales of his travels to 55 fictional cities, sorted through a rubric of 11 thematic lenses. Short and sweet -- a very quick read -- Calvino at his brainy best, which means an awful lot coming from me. Bright and silly, yet deeply contemplative, recommended for both the hardened traveller and the soft homebody. A taste:“When a man rides a long time through wild regions he feels the desire for a city. Finally he comes to Isidora, a city where the buildings have spiral staircases encrusted with spiral seashells, where perfect telescopes and violins are made, where the foreigner hesitating between two women always encounters a third, where cockfights degenerate into bloody brawls among the bettors. He was thinking of all these things when he desired a city. Isidora, therefore, is the city of his dreams: with one difference. The dreamed-of city contained him as a young man; he arrives at Isidora in his old age. In the square there is the wall where the old men sit and watch the young go by; he is seated in a row with them. Desires are already memories.”",2014-08-08 04:33:41,5,en,2014-08-08 04:33:41,8,2014,0.00138,0.0001,0.0002,0.00011,0.00021,0.00018,226
Virginia Mekkelson,"Loved this book! It's full of ideas. It's very short. I recommended it, especially to people who enjoy thinking.Marco Polo describes cities that he has visited to the aging Kublai Khan as they walk in the Great Khan's gardens. The descriptions of each city are only a few pages long, some only one page. The descriptions are amusing, charming, and clearly convey what kind of a city it is. The descriptions also feel personal, as if one observer is moving through the city and noting what is of interest or important in that city to that observer.Ideas are plentiful. Each city is very different. After a while, it becomes apparent that the differences are the result of the differences in individual perceptions. We see what we want to see, we see according to our wants, our needs, our wishes. Reality is subjective. Slowly we realize the descriptions all apply to the same city.I thought half-way through Calvino would run out of ideas, but he didn't! He cleverly went deeper and deeper into the nature of reality.This little book isn't structured like an ordinary novel, but because Calvino is writing about something important - how our perceptions create our world - it holds my attention all the way through. And it's not full of philosophical mumbo-jumbo - his imaginative and inventive descriptions convey very complex ideas painlessly.",2015-12-10 04:59:44,5,en,2015-12-10 04:59:44,12,2015,0.00079,0.00011,0.00018,0.00012,0.00017,0.00014,226
refgoddess,"Italy Calvino is a total tease, and brilliantly poetic. He flips sumptuous descriptions past the reader, hinting at untold stories and hidden meanings. You want to ponder every word, every image, but you also want to know what he's really saying, where he's going. In this book, you are one with Kublai Khan, immersed in the stories brought by the clever young trader Marco Polo, but questioning, wanting to control the ending, wanting to make sense of it all. Is he talking about one city, Venice? Is he making it up? What is he telling us about the world, about people and their ways of creating and living in the world? And yet, what amazing cities he has conceived: doubles of each other, lost pasts, deconstructed walls, canals in the desert. I especially liked the city which was abandoned when everyone grew tired of their roles and reassembled nearby, with everyone living in new homes, with new roles. The lives remained the same, but the people living the lives changed. Trippy, man.This is probably not the best book to read while recovering from bronchitis, exhausted and foggy-brained. But somehow this sumptuous fever dream fits. I had to leave it behind in the house where I was sleeping and watching over Walter the cat, but I'm curious to learn what a clearer mind will make of it.",2016-04-06 00:37:40,4,en,2016-04-06 00:37:40,4,2016,0.00203,0.0001,0.00022,0.00012,0.00023,0.00018,226
Karen,"* 22 Books for the Armchair TravelerAuthor Pat Conroy calls this 1972 novel ""utterly magical. I first read Calvino's Baron in the Trees, and it utterly worked for me. Then I read this, and I think it's one of the greatest books I've ever read. Marco Polo has traveled to the realms of China to get to the court of Beijing. He is speaking to the emperor, trying to describe places to someone who has never seen and will never see them. He begins making up cities and stories. I thought the book was poetry: It has a looking-glass feel, a fun-house feel. I could not get enough of it. If you travel with Calvino's work any distance, if you just go with it, when you're done, you feel like you've been living inside a poem.""* 10 Mind-Blowing Books That People Who Love Thinking Can’t Miss“Futures not achieved are only branches of the past: dead branches. ”The 1972 novel, Invisible Cities, explores imagination, reality and memory through vivid and fantastical descriptions of cities through the narrator Marco Polo. The book is centered around a surreal conversation between Marco Polo and Emperor Kublai Khan where the two men discuss Khan’s desire for and struggles with his ever expanding empire. This experimental novel is as beautiful as it is complicated, and some of the descriptions will leave you reeling for days.",2016-06-25 03:51:10,0,en,2016-06-25 03:51:10,6,2016,0.00075,0.00012,0.00018,0.00012,0.00017,0.00015,229
Bucket,Loved these microstories and intrigued by the geometric-ish structure.,2016-12-24 02:59:03,5,en,2016-12-24 02:59:03,12,2016,0.00067,0.00012,0.00018,0.00012,0.00018,0.00014,9
Ahmet Kraja,"A case where, the physical reality of the text is pure chaos and improbable, but the virtual realty it portrays, is the most faithful imagery constructed for a physical realm.",2021-12-03 06:42:18,5,en,2021-12-03 06:42:18,12,2021,0.00065,0.00012,0.00017,0.00013,0.00018,0.00014,30
Reid,"I had never read any Calvino before this spring and loved If On a Winter's Night a Traveler. Calvino writes like a more patient Borges, exploring the passages one at a time branching off the main cave gallery. In this breathtakingly elegant work, Calvino shows us cities rife with contradiction, told by Marco Polo to Kublai Khan, with dialogues bookending the city descriptions. The short, meditative reflections on imagined cities gives the book a nice cadence, a postcard-view of the city, usually with its photo-negative or reflection or inversion presented afterwards. Calvino is clearly a master at this type of wordsmanship, while remaining true to his genuine emotion of decline, loss and heartbreak. At one point, the Khan asks Polo about the city of his birth, Venice: ""Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little."" (87) Most of the stories focus on the various perceptions of cities which differ depending upon how one comes to the city, which part is glimpsed first, whether one grows up in the city or merely travels through it. Overall, a wonderful collection of descriptions, a jewelry-box of imagined delights, a phantasmagoria.",2007-12-20 00:01:23,5,en,2007-12-20 00:01:23,12,2007,0.00071,0.00012,0.00018,0.00012,0.00018,0.00015,208
Max,"Invisible Cities is a playful deconstruction of the modern city and of the perception of place. Although the writing does not seem to be as lush as in Calvino's Under the Jaguar Sun (a difference in translation, perhaps?), the ideas here take precedence and ably rule the day.Couched in the context of Marco Polo describing his explorations to Genghis Khan, Invisible Cities primarily consists of a series of descriptions of fantastic and unique cities Polo claims to have visited. Gradually it is revealed, through italicized portions of conversation between Polo and the Khan, that these descriptions are actually Polo's abstract analyses of different aspects of Venice, his home city. The Khan appears to use these descriptions similarly to analyze his own empire. This context then allows the reader to do the same.Population, demographics, customs, politics, history, archaeology, and geography: each in turn becomes the primary distinguishing factor of one of these ambiguously imaginary cities; each city is actually a lens for the reader's extrospection on the given topic. Due to Calvino's masterful pacing and descriptive powers, the game never gets tiresome. Brilliant.",2008-06-17 04:48:40,5,en,2008-06-17 04:48:40,6,2008,0.00079,0.00011,0.00018,0.00012,0.00018,0.00015,182
Heather,"I first encountered two of the vignettes in Invisible Cities when taking an introduction to fiction class a year and a half ago. From that time, I couldn't get the elegant prose and deep insight of the pieces out of my mind. Having finally finished the book, I would highly recommend this Calvino work to anyone who is comfortable with reading a novel with little to no plot. Far from being annoyed by the descriptive nature of this work, I found myself all the more intrigued and engaged. Invisible Cities details Marco Polo's discussions with the Kublia Khan after his travels throughout Europe. However, as Polo continues speaking, one gets the feeling that Polo might just be messing with the Khan. It took me only one vignette to realize that far from Polo describing actual places, he was giving deep insight into the nature of humanity, of empires, of the desire to create the city itself. While the prose itself is certainly engaging, the ability of the author to communicate truth devoid of pedantic overtones is what grabbed my attention and kept me reading this novel. I am looking forward to reading more of Calvino's work and will likely turn back to Invisible Cities for inspiration in my own writing.",2010-12-27 08:36:46,5,en,2010-12-27 08:36:46,12,2010,0.0006,0.00013,0.00018,0.00013,0.00018,0.00015,210
Jason Mills,"A world-weary Kublai Khan seeks news of his sprawling empire from his travelling ambassador Marco Polo. The book consists of Polo's descriptions of strange and far-flung cities, punctuated by dialogues with the Khan. Each of these imagined cities, though not lacking physical detail, is distinguished by some thought-provoking peculiarity that makes it of more interest as a META-physical notion. Argia, for instance, is a buried city whose inhabitants presumably tunnel their way around:""From up here, nothing of Argia can be seen... The place is deserted. At night, putting your ear to the ground, you can sometimes hear a door slam.""It's a short book, but not for me a quick one. Lacking conventional plot and characterisation, it did not pull me along but left me to travel under my own steam (like Polo). But also it was as if the author lowered a barrier at the end of each city's description, a built-in and unavoidable pause for thought. For Calvino is not of course talking about mere cities, but about life, human nature, time, fate, memory and civilisation.It's an intellectual, anachronistic fabulation, a collection of philosophical fragments rather than a traditional novel. As such, it made me think more than feel; but it's no less impressive for that.",2011-02-21 05:43:12,4,en,2011-02-21 05:43:12,2,2011,0.00084,0.00011,0.00018,0.00012,0.00018,0.00015,207
Moseph,"Invisible Cities is basically a series of prose poems, each describing a different city. There are only two characters in the book; the explorer Marco Polo who collects stories about cities and the emperor Kublai Kahn demands to hear about the cities contained in his falling empire. Perhaps the best synopsis of the book is the statement offered by Marco Polo that ���an invisible landscape conditions the visible one.” As a surrealist, I found the book especially captivating because on one level it deals in the fantastical—cities which seem to exist in other dimensions, gargoyles which come to life, and cities that sprawl so rapidly that you cannot escape them. On another level Calvino touches on profound truths about geography and imperialism as well as the social, political and environmental forces that shape cities. I found this book to be tremendously fun, my roommates will attest that it caused me to jump up and down with excitement more than once. At 165 pages it is a quick read but it also challenged me look closer at the world around me. I’ve always imagined myself as an urban explorer but I found myself looking up and down and imagining the routes of storm sewers and buried streams with a new sense of urgency.",2011-06-11 07:37:51,5,en,2011-06-11 07:37:51,6,2011,0.00075,0.00012,0.00017,0.00013,0.00018,0.00015,212
Ben,"Some people wake to the sound of the morning's final foghorn, and in the breath it takes for their eyes to blink away the remnants of their dreams, that fog has lifted into the shadows of the sky as if it never existed. Instead, as they peer out their windows, they gaze upon the architecture of their dreams, shimmering as the rising sun catches the dewy film the fog has left behind on the steel structures.Those that read Invisible Cities claim it is that foghorn. That it is possible to (indeed, some may say impossible not to) sit with the intention of visiting one of its hamlets, only to rise having consumed the world. And as they leaf through the pages of this atlas, they find their pulses hasten, disquieted by the humble approach of the book's event horizon.Solace returns, however, when they recall that they have known this book for years. They've known of its temples, terraces, and turrets ages before they slipped from the womb. And since birth's first breath they have been realigning the cobblestones that shape the streetscapes and interstices of the cities. And solace stabilizes when they realize the reconstructed avenues they now walk with Calvino were only long-hidden in the fog amongst the shadows of the sky.Pretty good book though.",2011-12-27 00:50:42,5,en,2011-12-27 00:50:42,12,2011,0.00091,0.00011,0.00018,0.00012,0.00019,0.00016,216
flannery,"A novel of such incredible texture. The language here is so intricate, the imagery so immersive, and still the heart of this book is never obscured or diminished by its ambition. If I had to compare it to a computer game, I'd pick ""Myst."" Ha ha. No but really:""Many are the cities like Phyllis, which elude the gaze of all, except the man who catches them by surprise.""""You reach a moment in life when, among the people you have known, the dead outnumber the living. And the mind refuses to accept more faces, more expressions: on every new face you encounter, it prints the old forms, for each one it finds the most suitable mask.""And oh my god! ""The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering from it. THe first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of the inferno, are not inferno, then make them endure, give them space."" Sad to have finished this, excited to reread it.",2012-10-26 09:14:12,5,en,2012-10-26 09:14:12,10,2012,0.00186,0.0001,0.0002,0.00012,0.0002,0.00018,227
Matthew,"This easily digestible travelogue supported by a fictitious narration by Marco Polo is memorable and unique. Dozens of depictions of fabricated cities evoke real-world comparisons to sprawling metropolises all over the world. Between sets of cities, a sort of comedic intermission occurs between Polo and Kublai Khan. The overall concept is well-executed; how else can you explain why so many people are fond of this collection of single-paged city descriptions? It reads like architectural porn, really. It isn't perfect, though. Its characteristic brevity is also a detractor; it's hard to care about a city after only a page or two. Also, despite its minimalism, familiar vocabulary like parapet, veranda and estuary get marred by overly particular words with minimal context; words like balustrade, corbel, and trestle. Lastly, although I enjoy prosaic depictions of naked women as much as the next man, the first few chapters curiously feature a lot of young, bathing women tantalizing the unsuspecting traveler. Oh Marco Polo, you cad.Perhaps it's the frequent hat tips to Venice or the seemingly overlapping descriptions, but 'Invisible Cities' is a flawed but enjoyable buffet of teasing cities that beg to be fleshed out.",2012-12-29 12:00:32,3,en,2012-12-29 12:00:32,12,2012,0.00462,0.0001,0.00038,0.00013,0.00037,0.00021,192
Emily,"""the more one was lost in unfamiliar quarters of distant cities, the more one understood the other cities he had crossed to arrive there; and he retraced the stages of his journeys, and he came to know the port from which he had set sail, and the familiar places of his youth, and the surroundings of home, and a little square of Venice where he gamboled as a child.""""the metropolis had the added attraction that, through what it has become, one can look back with nostalgia at what it was.""""an hourglass could mean time passing, or time past, or sand, or a place where hourglasses are made.""""'Memory's images, once they are fixed in words, are erased,' Polo said. 'Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little.'""""'You reach a moment in life when, among the people you have known, the dead outnumber the living.'""""'Traveling, you realize that differences are lost: each city takes to resembling all cities, places exchange their form, order, distances, a spaceless dust cloud invades the continents. Your atlas preserves the difference intact: that assortment of qualities which are like the letters in a name.'""",2013-09-05 00:43:42,3,en,2013-09-05 00:43:42,9,2013,0.00087,0.00011,0.00017,0.00012,0.00018,0.00016,208
Jenny,"I think I read it too quickly, and I probably shouldn't have read it during slow intervals at work, but I just didn't really like it. The two-star rating means, ""It was okay,"" and that's how I feel about it. I chose to read it because I recently read a biography of Genghis Khan and Marco Polo's Travels, so I thought I would really get into this book that recounts a conversation between Genghis's grandson and Polo. But it never really ""clicked"" for me. Calvino's writing is lyrical and pretty, but I really don't think it does well in translation (unlike say, Coelho, Tolstoy, or Balzac). I see the ""point,"" the message of Invisible Cities, but it's not really profound. I kept thinking of Camus's The Fall, a philosophical work completely comprised of a first-person dialogue, and even though that's not one of my favorite books, I really enjoyed it and got a lot out of it. I didn't feel the same way about this book. I found myself reading it quickly, happy for the chapter breaks, and glad that it's a fast read. I just wanted to get through it just to get through it. I'll read something else by Calvino. I think I need to take my time with the next one and appreciate the prose. But if I don't get into that either, I'll just say that Calvino and I are not a literary match and move on.",2014-06-07 08:40:14,2,en,2014-06-07 08:40:14,6,2014,0.00059,0.00013,0.0002,0.00013,0.00018,0.00015,241
Mihai,"I understand the structuralism underlying this work, but I did not find it as intellectually stimulating as I had anticipated. Perhaps this had to do with the avalanche of other things I was reading at the same time, including Uspensky's introduction to Gurdjieff's teachings (with which, strangely, I found some parallels) and various school assignments. Perhaps the lack of appeal was also due to the version I was reading - an early English language edition from the 1970s with tattered covers, yellowed and decrepit changes, and text aspect (size, effects, proofing) that left much to be desired. Presentation of the book aside, the stories of some cities were better than others, and I'm sure I'm not the first to note that the anachronisms in some of the descriptions belie the true narrator. To me Invisible Cities is really Calvino using a fictional setting to comment on the modern society's continued experimentation with urban theory. The exchanges between Marco Polo and Kublai Khan feature profound philosophical musings on the nature of language, storytelling and imagination, but overall the book falls short of being a masterpiece, though it is definitely thought-provoking in its own right.",2014-08-13 00:32:13,3,en,2014-08-13 00:32:13,8,2014,0.0006,0.00013,0.00019,0.00012,0.00018,0.00014,193
Emmett,"It is hard to describe what this novel is, and indeed it addresses the nature of ingraspability through an extended conversation between Kublai Khan and Marco Polo, a conversation possibly imagined to have taken place. Whether or not it does is equally hard to say. Like a desert landscape, the epistemological grounds of Invisible Cities constantly shift without warning; often times the reader finds the carpet laid out in the previous chapter pulled out from beneath their feet in the next one. Are these cities the same city? Are they all different? Have things changed or have they not? Do we know for certain what is it that we hear? What is the nature of the signs by which we ground ourselves and anchor our language, or do we speak a meaningless sequence of gestures, fingers pointing to symbols while the other one nods, all the while assuming that this conversation goes on without accident? These questions haunt the novel, and at intervals, at the appearance of a certain phrase or a picture, one hears a sigh from one or more of these many unanswered ghosts. The only consistent thing left to do is to appreciate the novel's breadth of imagination, and its deft, splendid poetry.",2015-07-24 10:44:23,5,en,2015-07-24 10:44:23,7,2015,0.00073,0.00011,0.00017,0.00012,0.00018,0.00015,206
Robin Redden,"I loved this book on every possible level. Written in the boundary between prose and poetry and using both a wide lens and focused, it just floats on your mind beautifully. The frame story is written ala Scheherezade and Harun Al Rashid in the (1001) Arabian Nights - instead this is Marco Polo and Kublai Khan in (55) Invisible Cities. Marco Polo describes cities he has visited in the Khan's empire (or is it really only one city, that of Venice? Or any and all cities?). Cities are constructs of human desires, fears, memories. Each story/city contains a conceptual or philosophical mystery. The mathematical order of the story is beautiful (because cities are sustained by varying forces of order - both visible and invisible - are they not?). See Wikipedia's matrix for more on that at https://en.wikipedia.org/wiki/Invisib.... It's about many things: storytelling and how we hear only what we expect to hear (confirmation bias), the human mind and experience but also how imagination and creativity can triumph over experience, philosophy and self-awareness, exposing varying perspectives and the many perspectives that can be, and the human condition. And that doesn't even come close to describing it. :-)",2017-01-13 05:59:30,5,en,2017-01-13 05:59:30,1,2017,0.00064,0.00012,0.00018,0.00012,0.00017,0.00014,196
