name,review,time,rating
Tiago,"Marco Polo describing (imaginary cities) to Great Khan. It ca be read as a collection of short stories. Some have nice morale, some are funny some are boring. In overall is an astonishing work being able to come up with such a large number of cities without repeating himself. Really nice reading.",2014-06-26 02:53:34,5
Jules,"Too beautiful to review, this book is more poem than prose. Taut and meticulous and densely structured, allusive and evocative, rich in image and language, unexpectedly funny . . . true. It is close to perfect.",2014-07-04 12:23:30,5
Qing Wang,"A marvelous and amazing book. each city is like a wild dream, through which the reader witnesses the secret desire of human beings, the insatiable ambitions, the catastrophic outcome... At the same time the descriptions are so vivid that all the invisible cities took form in the reader's mind.",2014-07-04 17:35:54,5
Lindsay Underwood,This book is deep. Like seriously seriously deep. And beautiful. Like seriously seriously beautiful. I wish I would have read it along with a class or for some other reason so that I would have had context for it. Loved imagining the cities. Very fantastical.,2014-07-06 21:49:21,4
Josipa Cvelić,I really don't know what to say about this one. Basically I didn't get it. And I can't say I have liked it. Yeah at moments it made me think or reflect but other than that I found it too chaotic and a bit boring.,2014-07-20 22:59:32,2
Josefina,"This novel is a good enough reason to learn Italian. The prose is beautiful and profound, I can't imagine the effect it would have in it's original form. I now care much more about cities then ever before.",2014-07-23 19:28:49,3
TimInColorado,"Thought provoking. Truth revealing. Beautiful prose. A craft study of how to write imagery. This book isn't so much about cities as it is about time, location and our perception of these concepts. Allegorical. Magical but also creepy from time to time.",2014-07-26 08:19:29,5
Tasos,"Strangely this is one of the few that have stuck in my mind as “travel in space and time” and “architectural-oriented entheogenic experience”. It has stuck not as something that I remember the stories, but the whole experience. One of my top 10 books.",2014-08-04 02:26:21,5
Matt Lewis,"""You reach a moment in your life when, among the people you have known, the dead outnumber the living. And the mind refuses to accept more faces, more expressions: on every new face you encounter, it prints the old forms, for each one it finds the most suitable mask.""",2014-08-19 10:22:20,5
Kate,"1 star not because it's a bad book, only because I didn't like it. It's beautiful imagery, but I don't really get it. I don't think I like being told scenes without an overarching purpose (which there might be, maybe I'm just not in the right place right now to ""get it"").",2014-09-16 20:47:29,1
Dave Greek,"Beautiful, imaginative, and moving. Abstract surrealist literature at its very, very best. Will read again, soon. I think it will take a lifetime to master this little book, and I want to gleam every tiny morsel of wisdom it can grant.",2014-10-07 21:20:57,5
Flick,"As far as books read for Uni this was an interesting one and, provided a sense of how people perceive cities - in this case, Venice, and how said place may not even be seen the same by the one person depending on time of day, year etc and individual or collective experiences",2014-10-22 07:28:48,3
Keith Walsh,Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy! Holy!Holy forgiveness! mercy! charity! faith! Holy! Ours! bodies! suffering! magnanimity!Holy the supernatural extra brilliant intelligent kindness of the soul!,2014-11-30 02:17:03,5
William Wherry,"It felt much less like a novel than a piece of creative gymnastics. I can certainly respect and appreciate what the book did, and the fact that it succeeded in doing it. However, I am not quite sure if I can say that I [i]liked[/i] it.",2015-01-08 08:26:08,3
Ruth,"I'm marking this book as read, but know that I will never stop reading it - it is transcendent in its beauty and any time I wish to be transported, I will pick up Invisible Cities and delight in the otherworldliness and poetry of its imagery.",2015-01-19 01:08:34,5
Ray Xiao,"Surreal while reading it, but doesn't leave deep impressions. The author tries a bit too hard to make general philosophical observations for the words to provide enough substance on which those observations may stand.",2015-01-22 10:56:27,3
Michael Galea,Invisible Cities is a brilliant collection of illustrative narratives. While studying architecture I was tasked with illustrating one location from the book. It was perhaps the most fulfilling experience of my academic years. A must read for anyone in a creative field.,2015-01-22 22:55:09,5
Bart,"A well written story about the cities (one city?) Marco Polo describes to the great Khan. A nice example of writing long poetic sentences without using a ""."" And the more cities I visit (especially in Italy) the more I see his images, the more I understand it...",2015-01-23 16:28:57,3
Tom Lavoixdulivre,"""Ainsi, Italo Calvino nous propose une œuvre chevronnée qui parle de villes, mais qui cache un fond compétent pensant sur l’Homme, la société et notre langage.""La suite : http://lavoixdulivre.blogspot.fr/2015...",2015-01-24 21:09:56,5
Tomi Farina,"Es un libro muy particular , muy bien redactado , pero muy poético para mi gusto , donde el autor lleva a relucir todos y cada uno de los aspectos de las ciudades que visitó Marco Polo. tengo que releerlo en un futuro donde esté mas acostumbrado a la poesia",2015-02-10 02:04:17,3
Panaes,"Αλλη ειναι η πολη για οποιον περνα χωρις να μπει μεσα και αλλη για οποιον εγκλωβιζεται σε αυτη και δεν μπορει να ξεφυγει · αλλη ειναι η πολη στην οποια φτανει κανεις για πρωτη φορα, αλλη ειναι εκεινη που αφηνει πισω του για να μην ξαναγυρισει ποτε· η καθε μια αξιζει ενα διαφορετικο ονομα.",2015-02-12 02:32:36,0
Karina,"Marco Polo, gran explorador y trotamundos. Creo que todas las ciudades son tan reales como uno mismo, pero hay que descubrir en dondé se encuentra. Pienso que todas vivimos en una o varias de estas ciudades y que somos como Kublai Kan que idealiza la propia. Excelente libro.",2015-02-13 12:10:18,4
Veronica,"Revisited this old favorite after reading Calvino's autobiographical collection, Hermit in Paris.As with this other works, Invisible Cities provides a sharp perspctive into human nature through the facade of short fiction and beautiful prose.",2015-02-19 15:03:02,5
Heather(Gibby),"Impossible to write a review of this book as I really think it was over my head, and I did not get it. There is some beautiful writing, and occasionally some really profound statements, but I did not enjoy the reading experience.",2015-03-04 00:19:09,3
Jenna,"I guess I just don't get Italo Calvino. I thought this book was incredibly boring. I kept trying to give it my all but I hated it. I generally don't like books without a plot, so maybe I should have known, but the reviews for this book gave me hope. Oh well.",2015-03-05 02:07:18,1
Leslie,2½ I think I read this at the wrong time in my life. I could appreciate the beautiful prose but only a few of the chapters spoke to me. Mostly I felt stupid as clearly there was some meaning that I was just not getting and didn't have the energy or interest to figure out.,2015-03-18 08:43:20,2
Bryan Williams,Deciding what sort of rating to give this book was very difficult for me. I enjoyed the beautiful descriptions which made most of the ethereal locations spring to life but for some reason the book still left me a bit cold.,2015-03-22 09:51:05,3
Jim Krotzman,"Invisible Cities is an easy, quick read but very illusory concepts. I will certainly have to read it again. It is a conversation between Kublai Khan and Marco Polo about the cities Polo has encountered. Although the book is like a prose poem, it is almost dystopian in tone.",2015-03-22 20:07:31,4
Melekser Bayraktar,"Keşke herşey ikiye bölünebilse... Böylece herkes bön ve cahil bütünlüğünden kurtulabilse.Bir bütündüm ben ve her şey doğal,karmakarışık ve anlamsızlığı gözümde;herşeyi gördüğümü sanıyordum,oysa gördüğüm bir kabuktu yalnızca.(1952-Italo Calvino)",2015-04-07 15:24:16,4
Eadie Burke,I found this book to be very interesting. I loved the descriptions of all the cites but they were too much to take in on one reading. This is a book that needs to be read slowly and often in order to devour all the information.,2015-04-12 06:18:30,4
Silvio Antonio,Todo un mundo compuesto por ciudades ideadas y variopintas como la capacidad de la mente misma.Me gustaría saber que interpretación se le puede dar al hecho de poner nombres de mujer a las ciudades...,2015-04-12 10:26:53,0
Andrés,"Akin to reading through a maze, Invisible Cities is a book of fictional cities, and at the same time, a book about perceptions of real cities. If you like authors like Borges or Eco, this is very recommended.",2015-04-16 01:37:56,4
Ari,This is one of the best books I have read this year so far. It is so beautifully written and it takes to a whole other world when you are reading it. If you are a fan of magical realism then you NEED to read this!,2015-05-09 18:40:57,5
no,"Tautly constructed, hallucinogenic, sprawled, dense, whimsical, variegated ways of looking at cities. I don't yet know what to make of it like the unmakeable cities Marco Polo relates.Takeaway:""Desires are already memories.""",2015-05-13 20:24:27,4
Christopher,"A short book that felt like a long slog. It reads like a writing assignment: ""Describe fantastical cities in as many ways as you can in one hour"". The best I can say for it was the dreamy quality of the city descriptions helped me doze off many a night.",2015-06-22 00:45:04,2
David,"I rarely choose to put down a book rather than finish it, especially if it is as short as 'Invisible Cities', but I just couldn't carry on reading this book. I just didn't get it at all. Reading this left me cold and bored. I think I need more of a narrative thread, and characters to care about.",2015-06-24 20:19:59,2
lafemmeabsurde,BEAUTIFUL. Italo Calvino has my heart and Invisible Cities is proof of how deserving this man is to be everyone's favourite. I can't imagine someone disliking Calvino. Feel like getting inside and live through each beautiful city.,2015-06-28 03:59:32,5
Eve,Calvino's descriptive talent is second to none. I've never read any other author who can weave such intricate images in your mind. The book is a selection of visuals painted with his words. Quite beautiful and mesmerising.,2015-07-13 22:23:41,5
Nicole,"This book is a series of flash fiction stories about a number of cities Marco Polo visited on his travels. I started reading it on the plane ride to Venice, but decided it wasn't what I was looking for at the time and stopped. DNF'ed at 15%.",2015-07-26 14:23:23,0
Miriamnietd,No he podido acabarlo pero me he leído el 65% del libro. De este libro me quedo con frases que me han hecho reflexionar sobre la vida pero me parece una lectura lenta y a veces difícil de digerir. Sé que es un clásico pero no es mi estilo.,2015-07-26 16:10:13,3
MH,"3.5 interesting philosophy of place.""Arriving at each new city the traveler finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places.""",2015-08-07 20:45:53,3
Faouzia,"I read it a few years ago as part of School assignment and just loved it!!The way Mr Calvino painted all those cities was mesmerizing, each city with its advantages, problems, history! An amazing experience!I really would love to read it again",2015-08-08 06:07:51,4
Jack,"Very dull. No plot at all. Just descriptions of cities. If you are actually looking for something enjoyable to read, look elsewhere. If you want to read a collection of poems that are only tenuously connected, this book is for you.",2015-08-26 20:10:40,2
Mbarak,Enchanting. Calvino weilds a great imagination and weaves mental images that are on the levels of the greater writers of literature. It is amazing how so much beauty can be brought through such a small book. A true classic. A must read.,2015-08-31 12:31:05,5
Estuardo Castro,"Es poesía en prosa. Para los amantes de las formas. No te cansas de su estilo, pero al final te quedas con la sensación de banalidad. Será preciosista? O sencillamente ingenioso? Yo no puedo definirme, pero sencillamente siento que el libro no memovió. Lo encuentro prescindible.",2015-10-04 04:13:47,2
Peter,"I really enjoyed it. Originally read just to prepare for Wendy S. Walters's book reading, it ended up being probably the best book I've read all year. It makes me want to steal from it. Oblique without being obscure. Tasteful. Nuanced.",2015-10-09 13:22:10,5
Ella,"I'm not quite sure what to make of this book; it made me think but it didn't make me feel. Very conceptual, concrete, specific, and articulate, but abstract, enigmatic, unexplainable. Calvino chose his words carefully, but I'm still figuring out what they mean.",2015-10-25 20:22:31,3
Patrick O'Duffy,The city is redundant: it repeats itself so that something will stick in the mind.Memory is redundant: it repeats signs so that the city can begin to exist.This review is redundant: you should just read Invisible Cities because it's beautiful and brilliant.,2015-10-27 18:51:56,5
Suzanne Knop,"Invisible Cities  is unlike anything I've ever read and supremely interesting. Calvino is always catching the reader off-guard. To me, it is like the literature version of a surrealist artwork, and in that sense, nicely satisfying.",2015-11-13 21:28:49,4
César Salazar,"No era lo que esperaba. Pensé que era una novela y en realidad son relatos (no cuentos). Es bastante poético y tiene cosas interesantes, pero me costó mucho terminarlo. Quizás no era el momento adecuado para leerlo.",2015-11-22 23:52:22,3
Tobias Cramer,What was this book? What made it great? It was soothing poetry for one thing. It was a contemplation. It was masterfully inventive. It boogled the mind. But what is it? The story of Venice? The story of cities? The story of us? I don't know but i made me think and that pleases me.,2015-11-26 13:59:53,4
W R,هي فين الرواية؟ لأ بجد فين؟الكتاب عبارة عن وصف ممل ومستمر لمدن غريبة كملته فضول مش أكتر ونجمتين لأن احيانًا وصفه لتفاصيل المدينة من شوارع وناس وبيوت كان بيعجبني لكن في المجمل كتاب غير جيد على الأطلاق,2015-12-07 22:45:24,2
Rhea,"I loved the prose, though I should have picked a better time and way to read this book. Some things slipped by me that I'm pretty sure weren't supposed to. So read carefully! This is not a bus ride book.",2016-01-01 21:53:50,4
Thomas Murphy,Interesting book. Exceedingly beautiful despite there being very little traditional plot. Great stories about cities. Felt like a picture of two old friends hanging out. I will read more Calvino in the future.,2016-01-16 06:12:22,4
Chris Beiser,"Calvino has an especially finely tuned manner of evoking a particular sort of human experience, of settling into a groove and then surprising you again as soon as you think he has. I don’t really have the words to describe Invisible Cities, but I do love it.",2016-01-23 10:01:21,5
Never,"From the first page this book has mesmerized me. I don't have to finish the whole book to know it's good, really good. I love how it makes one ponder and think; the way it stirs the imagination, and evokes varied emotions. Calvino is a unique storyteller.",2016-01-26 00:51:05,5
Hayley,"I would definitely recommend Invisible Cities, especially to those who read as an appreciation of writing as a craft, and those who enjoy the world-building aspect of it in particular. I can see it boring people who insist on deep and involving narratives, but I would recommend giving it a go.",2016-01-27 10:44:49,5
Hanan,"One reading of this book is not enough to grasp its multiple layers of meaning. It is barely enough to recognize the existing of these layers. I will leave my review to a future time, after a reread or two",2016-01-31 21:30:32,5
María,"Pura magia. Cada ciudad es un sentimiento, un temor, un anhelo. Fantástico. Es un libro para tener en un estante y acercarse a él de vez en cuando, hojearlo, y leer alguna de las historias que en el momento llamen tu atención. Perfecto para un regalo especial.",2016-02-01 18:56:53,0
David Markwell,I came to this book from William H. Gass' Tests of Time. This book is a real gem. Imagined conversations between Kublai Khan and Marco Polo frame some of the most beautiful prose images I've found. Similar in style to Alan Lightman's Einstein's Dreams.,2016-02-09 06:29:55,5
Shelby,"The symbolism and commentary on the nature of cities in this novel is fascinating. I could spend hours combing through the pages, finding connections between all these invisible cities. I really enjoyed it.",2016-02-09 11:04:12,4
Laila Al-Sharnaqi,"ربما لم يكن الوقت ملائماً للقراءة، وربما لم تكن الرواية ملائمة في وقت كهذا. على أية حال، لم أحبها، وندمت على وقتٍ طال في قراءتها. إلا أنه لا ندم في القراءة، قراءة أي شيء، لا ندم طالما هي القراءة ما تأخذ كل هذا الوقت.",2016-02-26 18:31:20,3
Ray Schierloh,A great book about imagination. It reads like a short story where every two pages is a short story in itself. I enjoyed reading this in short spurts and trying to picture the cities as I went. Feels like a timeless book.,2016-03-10 03:08:16,0
Laura,"This book was beautiful. He is a master at crafting the perfect sentance, and blends words together to make such a dreamlike quality to each piece. This prose piece will captivate any reader as soon as they open to the first page",2016-03-20 08:21:12,5
T.,"I care less about what this book says than how it says it. The language and prose here is so lush without being overly showy, it is just an amazing book to read. Calvino ranks right up there with Nabokov for me with how wondrous he uses words. So good.",2016-04-08 07:10:17,4
Radrey,A very poetic book about the archetype of what it means to be a city. Calvino dictates something very interesting with his many many descriptions of what a city is to him. A creative effort that held my interest from start to finish.,2016-04-12 18:59:55,4
Lianne Critchley,"Beautiful writing and imagery, but I just couldn't get into it. I preferred the parts where polo and Khan were talking, the rest of it was too disjointed for me. Maybe I was in the wrong frame of mind to be reading this, because I was expecting to love it.",2016-04-25 20:07:41,3
Brian Koser,"Invisible Cities is a collection of vignettes on various cities, some more fantastic than others, all beautifully written. The book is prose, but feels like poetry. My favorite cities are Sophronia (Ch. 4, 4) and Eusapia (Ch. 7, 3).",2016-05-01 12:24:08,4
Lucas Dispoto,The writing is absolutely beautiful. The idea itself is fascinating and carried through in such an amazing way. It's been awhile since I've read anything that has stuck on my mind like this. I blew through the book in two days and can't wait to reread it.,2016-05-23 07:53:53,5
Fatma Burçak,"Görünmez Kentler, Calvino'nun muhteşem kitaplarından biri. Her bir kenti okurken destansı, masalsı bir anlatımın içinde yol alıyorsunuz. Üstelik Calvino, edebiyatın içine yerleştirdiği algoritmayla sizi, kendi deyimiyle, kitabın içinde dolaştırıyor; kayboluyorsunuz ve yeniden keşfediyorsunuz.",2016-06-07 17:40:34,4
Matthew,This is another book that I find eminently returnable-to. Every re-rereading yields something new. I have actually taken to buying used copies to see the annotations that the previous owners made. A visionary pre-figuring of the unreliable narrator and a guide to reimagining the immediate world.,2016-06-22 14:54:45,5
Asmira Fhea,"Buku tipis yang puitis. Sayangnya, bacanya ga sekali hap! tapi asik buat jadi teman sebelum tidur.Btw, ini kali pertama baca bukunya Italo Calvino--hasil rekomendasi (yang berujung dikasih) teman. Not bad laah~-AF :)",2016-07-18 23:32:27,3
Sean,"A brilliant, subtly and lyrically rendered account of humanity via space. In each of Calvino's strange but poetic cities, there's an element of humanity witnessed by a genius examiner of the human condition.",2016-07-24 07:56:20,5
Giulia,"This book is so many things. A sensorial voyage. A triumph of the imagination. A geography of the human nature. An ode to the soul of different places. An observation of the invisible. A map of possibilities. And everything in between, and so much more.",2016-08-06 03:25:55,5
Deniz Düdükçü,"...Bir kentte hayran kaldığın şey onun yedi ya da yetmiş yedi harikası değil , senin ona sorduğun bir soruya verdiği yanıttır......You take delight not in a city's seven or seventy wonders, but in the answer it gives to a question of yours...",2016-08-13 23:52:39,5
Mark,Rereading Invisible Cities after many many years. It struck me this time what a remarkable book it is. For a very slim book it is very dense and although I have now read it twice I feel as though I will keep coming back to it.....,2016-09-11 10:29:02,4
Jessica,"The language in this book is exquisite. This is not an easy read, but if you put the time into it, it is worth it. Beautiful descriptions of travels through magnificent cities are relayed in beautiful prose.",2016-09-17 01:45:08,4
Hanna Kilpeläinen,This novel is more like a compilation of interlinked stories. The stories are quite short and fast to read all tough they give fodder to toughts for a long time. This novel is very inspiring. It made want to write a bit similar novel which would be a travel story trough imaginary cities.,2016-09-22 23:43:56,4
Graham Oliver,"This was a really cool short story extended way too far - reminded me of Millhauser's work, though he generally knows when to end it.I do think there's an interesting thesis to be written (or already written) about the cities as women.",2016-09-26 04:05:31,2
Susan Gilpin,"Calvino describes Marco Polo telling Kublai Khan of his travels and all the cities he visited. Highly structured, often puzzling, always imaginative if not fantastic, this is prose poetry at its lush finest.",2016-10-07 12:39:34,4
Victor Méndez,"Me encantó. Calvino tiene ideas muy complejas, pero al mismo tiempo bellas y palpables de las ciudades, porque aunque estos relatos son ficciones definen de forma clara a las ciudades de hoy, a las ciudades contemporáneas, nunca a una sola ciudad. Muy recomendado libro.",2016-10-17 11:14:22,4
Viv,"Exquisite, inciting a childish kind of awe and aura of discovery at these imaginative, fantastical, fantastical, yet eerily just recognizable cities....Excellent symbolist (?) and existential framework",2016-11-26 11:09:35,4
Arto,"In its form, not really a novel nor poetry - possible halfway in between, the book differs clearly from the others by Calvino which I have read. But in common with the others it is at the same time deceptively easy to read and strangely enigmatic.",2016-11-30 21:53:13,0
Danielle Kim,"if marco polo is speaking to kublai khan in ""gestures"" and ""silence"" then why do we have to read through so many words? i didn't get it. some challenges just aren't worth undertaking. also why were all the women portrayed as sexualized ""girls""?",2016-12-19 11:49:48,2
Isaac Ehrlich,"I read this book expecting a normally formatted book. Instead, I got a descriptive city experience that seemingly came from Marco Polo. Calvino's stories vary in topics, but they all have colorful, satisfying descriptions of city life in many places.",2017-01-06 00:45:26,4
Beenish Khan,"It's a brilliant book and gives new ways to look at cities. Highly recommended to anyone who travels and wants to look at a city in a literary way and not just the usual mix of food, entertainment, and bucket list items.",2017-01-17 04:56:31,4
David,"Maybe the most daring book I've ever read, this is a series of vignettes of fantastical cities, told to Kublai Khan by Marco Polo. It's beautiful and imaginative, and its descriptions are like poetry set to prose.",2017-01-23 04:37:06,5
Simona,"Surreale...ogni città descritta appare come un sogno ad occhi aperti. È un libro ricco di paradossi così come ricca ne è la società in cui viviamo.""Se vuoi sapere quanto buio hai intorno, devi aguzzare lo sguardo sulle fioche luci lontane""",2017-01-29 22:30:45,3
Mason,"Finished it again lol I think this is my favorite book. It’s alchemic, imaginative, poetic, inspires lots of esoteric feelings right *here* [im gesturing to my upper chest and head area]. It’s the one book everyone should read.",2017-02-18 01:44:59,5
Shreya Joshi,"The hypnotic dialogues between Marco Polo and Kublai Khan, the vivid descriptions of cities I would like to visit, wander and ponder over. Listening to this book was a delight,now cant wait to read it absorb the depth of this book.",2017-03-01 14:47:45,5
Cansu Ayvat,Okurken bazı kentleri resmedebilmeyi çok diledim. Hatta bazılarında yaşamımı sürdürmeyi. Kentleri resimleştirme fikri tabii ki ilk benim aklıma gelmemiş. Ufak bir arama sonucu bulduğum sayfalardan birine bakmak isterseniz: http://www.withnoroof.com/?p=2100,2017-03-10 20:37:12,5
Veysel,"Those who say that these cities are imaginary and fantastic , do not understand anything from Calvino. These cities are the cities we wake up to every day, where we shovel our feet, we breathe the air, we visit museums and galleries. These cities are alive and we are these cities...",2018-02-12 20:43:14,5
Ginevra G.,"I found it a little bit difficult to understand, but I really enjoyed the different way it was written. The absence of a strong storyline, replaced with descriptions of imaginery cities, didn't work well for me.",2018-11-26 21:28:02,2
Sergio Pedro,"É uma poesia em prosa, com um formato muito original. Obra muito rica em imaginação, originalidade e filosofia. Não é possível discernir entre o poeta e o filósofo. É o segundo livro que leio do Calvino. É uma obra que recomendo.",2018-12-07 19:57:04,5
neko cam,"I wish that the fragments were more consistently interesting. There were a few that were novel, but too often they were mediocre. I skipped ahead and read all of the interludes between Marco Polo and Kublai Khan, and at least they were engaging.",2019-04-15 19:41:06,1
-,"مدن عجيبة وغريبة! وبصراحة عدد قليل منها استطعت رؤيتها وفهم مغزاها.. أما البقية فرغم التكرار والتركيز لم أستطع تكوين صورة أو فكرة، وبقت في ذهني حقاً كما وصفها صانعها "" مدن لا مرئية"".!!وعلى الرغم من هذا الشتات والضياع؛ كانت تجربة قرائية جميلة.. قراءة شيء جديد وغير مألوف.",2019-05-31 12:06:29,2
İlker Şaguj,"Signore Calvino'nun en önemli kitabı sayılabilir. İmparatorluğunun sınırlarını, oralarda neler olduğunu öğrenmek isteyen Cengiz Han, Marco Polo'yu karşısına oturtur. Marco Polo ile oynadığı oyun esnasında ondan gezip gördüğü yerleri dinler, bakalım öyle mi?",2019-06-21 21:03:26,5
Amy,"A very strange and alluring book. As far as content goes, there isn’t much of a story. However, the description of the cities is whimsical and has beauty to it. For descriptive writing it is a lovely piece.",2019-09-17 21:03:13,2
Amber,"3.5“Memory’s images, once they are fixed in words, are erased,” Polo said. “Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little.”",2019-10-16 15:48:28,3
Merve Gürbüz,Calvino’nun en sevdiğim kitabı oldu diyebilirim. Yüzlerce hayali kentin tasvir edildiği bu kitapta en çok da Marco Polo ile Kubilay Han arasındaki muazzam sohbetlere bayıldım. İlk yirmi küsür sayfası bayağı kapsamlı bir önsöz içeriyor ve okuması kolay değil ama ben çok sevdim.,2020-01-26 07:09:59,5
Marianne,"This was a quick and pleasant read. It was an interesting reflection on the varying layers and faces that compose a city. I must admit the book did confuse me some what, but it is one I look forward to reading again in the future and hopefully understanding more next time.",2020-05-16 23:18:46,4
Rita Brondolo,"È uno dei miei libri preferiti in assoluto. Talmente caro che ne ho una copia in ufficio. Un esercizio di stile illuminato, solo Calvino poteva parlare dell'umanità e dei suoi difetti con tanta fantasia e lungimiranza",2020-06-02 23:26:40,5
Carissa Tridina,What a special book and what places it takes you to. No other words but magical. This was the book that started my quest to pour over any book by Calvino I can get my hands on. Calvino count: 2nd (and update: still my personal favorite!),2020-09-02 10:55:07,5
Anna,"uno dei miei libri preferiti di sempre... un raro caso in cui forma e contenuti riescono a essere allo stesso livello, e che livello! Di una profondità e un'intensità incredibili... Assolutamente meraviglioso",2021-01-03 21:58:05,5
Thomas Fackler,"In this conversation between The Polo and The Khan an engineer's tale is blueprinted and approved by the Seven Lost Societies.Notes:2021021340:56To translate all works into rebus, but for whom?",2021-02-14 06:13:10,5
Arsenius_,"[P] ??/10 (possivelmente 9+, porém não lembro) Sabeis vós o quanto penei para conseguir listar este livro? Minha única pista era que eu havia lido algo em 2015~2016 que envolvia um mercador e um diálogo final sobre o inferno.",2021-03-12 00:08:37,0
KC,"What a weird, meditative, fantastical ride. 55 vignettical descriptions of ""cities,"" each one predicated on some farfetched logic or relationship between its inhabitants, interspersed with a dialogue between Kublai Khan and Marco Polo. Will most definitely reread.",2021-07-08 02:32:32,5
Ramiro Martinez,"Un libro magnífico, para leer de a poco y releer siempre. En cada relato se cuenta una ciudad y a su vez un poema, un paisaje, una historia, una vida. Es de esos libros para tener cerca y retomar algun capitulo que te ayude a pensar distinto las cosas que te pasan. Me encanta.",2021-09-11 08:28:26,4
Brandon ,"I read this a while ago, and I keep thinking about it; on the bus, while tying my shoes, in the shower, while falling asleep, the little stories have seeped into my life. Calvino is becoming a favorite.",2021-11-21 05:55:03,5
Byanjana Thapa,"No words to describe how lovely, inspiring and enchanting these tales of imagined cities are — Calvino’s work defies the expected rules and structure of a narrative, and shows that fragments and impressions are what make up a human’s experience of moving through life.",2021-11-22 07:55:24,5
Matthew Wilcox,"Yeah it was pretty good. No offense, but it seems like this might be the easiest kind of book to write. But then again, I read ""Einstein's Dreams"" by Alan Lightman, which was basically the same principle, and it absolutely sucked. So good job to Calvino. Not that he needs my praise anyway.",2022-04-06 20:05:11,4
Sam,i’m dumb so naturally i was confused when i started the book since it’s not exactly clear but once i got the hang of it i loooovei literally hate people that can write this well and be so creative - plus he’s italian so that’s so sexy,2022-06-26 03:36:24,3
ZJ,Complex and funny and weird. Definitely demands more than the audio blast while doing chores that I gave it. It feels like something you go back to and read passages from just to re-experience the ideas. Going to have to track down an actual paper copy.,2022-08-12 19:44:50,4
Xavier,hmmmm. that was interesting.,2007-02-02 14:54:00,3
muriel,I had to read this for school and I fell in love with Calvino so I went on to read many of his books. Great great book.,2007-02-19 04:53:23,5
Ori Fienberg,"Just as every city is eventually Venice, every good piece of surrealism is eventually Invisible Cities.",2007-03-02 09:25:14,5
Mickey,"Got this copy almost three years ago. Very dense, but what a collection of imaginative geography. On par with the imaginary spaces of Gaiman's Sandman series. (Postmodern lit; 150 pages)",2007-03-03 05:18:41,4
rebecca,wish wish wish i could write like calvino. he deals with space and place so well in this one. a great book to read while travelling--if only because the book itself is constantly in flux.,2007-03-06 11:07:53,5
Lala,I would have liked this more... if I understood it at all.,2007-03-16 02:08:26,3
Sharon,"I really want to like it more... I appreciate the beauty of the language, but my attention invariably wanders and I fall asleep quickly. :(",2007-03-25 07:35:15,2
Adam,This was great.,2007-03-29 06:55:31,4
andrea,This inspired the biggest unrequited mind-crush I've ever had.,2007-04-04 04:11:21,5
Melinda McLaughlin,Gorgeous.,2007-04-05 04:47:36,4
Amanda,A really fascinating little novel about Marco Polo's travels and the stories he relates to Kublai Khan about the different cities he has seen. Intriguing and magical.,2007-04-19 02:04:33,4
Genevieve,"I think this book was just a little too abstract for me. There are certain lines and phrases that I loved, but overall I didn't get a lot out of it.",2007-04-26 05:42:27,3
Meral,the book that defined my life as a senior in college. (that sounds incredibly annoying.),2007-05-05 00:40:02,5
Amy,One of my favorites! It really gets you thinking...,2007-05-17 03:58:21,5
lysa,lessons learned from cities and yet nothing stood out for me.,2007-05-23 04:27:51,2
Jessi,This is a great bathroom book. I find I like it best reading one story at a time.,2007-05-28 02:13:10,4
Ali Mills,one of my favorite books ever! gorgeous.,2007-05-29 05:20:22,5
Lindsay,great book to read whilst traveling.,2007-05-30 01:12:50,4
Matthew,"The various visions of the city and its impact on our perception is one of the deepest I've read, and the writing is fantastic.",2007-05-31 00:22:42,5
Monica,Invisible cities made me feel like a dreamer walking in and out of real worlds and in and out of dreams. Italio Clavino is a very competant writer that executes his books with a style of his own.,2007-06-02 16:13:03,4
Geoffrey,Sets the imagination aflame.,2007-06-03 08:20:32,5
Ben,Wonderfully imaginitive. Oh to be able to invent things like this!,2007-06-06 21:39:03,5
Michi,"It's one of those boks that ""intellectual"" types should all read. Abstract and thought provoking.",2007-06-12 06:49:35,4
Candissimo,like reading a series of fairytale vignettes with no plot: there's a good deal of magic in the air but not much of substance. calvino chose his length well.,2007-06-13 10:56:17,3
Michael Braithwaite,"After reading all of his other stuff, I was a bit disappointed with this one, but maybe I should give it another whirl.",2007-06-21 02:25:13,3
Lala,I love this man so much! the story about getting cheese on the moon by rowing out on boats and then climbing a ladder is my favorite of this collection.,2007-06-24 11:39:58,4
Mandy,"This collection of translated stories makes me feel like I'm reading dreams. It's haunting at times, beautiful at others, and an all-around brilliant book.",2007-06-26 22:28:19,5
Matt,"I found it quite hard to follow the book, but in a way I think that's how it was meant to be, and it worked because of it.",2007-06-27 17:11:19,4
S,Rarely felt as alive as I did while re-reading this on a 24 hour bus ride from Kashgar to Urumqi.,2007-07-02 20:30:28,5
